House_Age,Years_Since_Remod,Was_Remodeled,Garage_Age,Is_New_House,Total_Living_Area,Total_Area_Including_Garage,Basement_Ratio,Garage_Ratio,First_Second_Ratio,Area_Per_Room,Building_Density,Total_Full_Baths,Total_Half_Baths,Total_Bathrooms,Bath_Bedroom_Ratio,Has_Multiple_Baths,Total_Rooms_Baths,Has_Pool,Has_Fireplace,Has_Garage,Has_Basement,Has_Deck_Porch,Total_Outdoor_SF,Has_Large_Garage,Luxury_Score,Total_Quality_Score,Avg_Quality_Score,Is_High_Quality,Is_Excellent_Quality,Quality_Condition_Score,Is_Single_Family,Is_Two_Story,Is_One_Story,Is_Residential_Low_Density,Quality_x_Size,Premium_Neighborhood_x_Quality,New_x_Quality,Area_x_Bathrooms,Is_Normal_Sale,Is_Partial_Sale,Is_Abnormal_Sale,Is_Peak_Season,High_Value
59,59,0,59.0,0,1728.0,2128.0,0.9988439306358381,0.4624277456647399,864.0,172.8,0.045143424421338625,1.0,0.0,1.0,0.3333333333333333,0,5.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,9,1,0,1,1,3456,0.0,0,864.0,1,0,0,1,0
32,22,1,32.0,0,3615.0,4115.0,0.7434908389585342,0.24108003857280616,2073.0,259.125,0.15733151183970856,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,349,0,3,10.0,3.3333333333333335,0,0,12,1,0,1,1,12438,0.0,0,6219.0,1,0,0,0,0
33,33,0,33.0,0,3688.0,4234.0,0.9994579945799458,0.2959349593495935,1844.0,230.5,0.15690946221919674,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,122,0,2,10.0,3.3333333333333335,0,0,12,1,0,1,1,11064,0.0,0,3688.0,1,0,0,0,0
36,36,0,36.0,0,2226.0,2754.0,0.8969335604770017,0.4497444633730835,1173.0,167.57142857142858,0.11038961038961038,3.0,0.0,3.0,0.75,1,9.0,0,1,1,1,1,120,0,3,11.0,3.6666666666666665,1,0,13,1,0,0,1,8211,0.0,0,3519.0,0,0,0,0,0
10,10,0,10.0,0,2488.0,3151.0,0.48597014925373133,0.3958208955223881,0.9454123112659698,209.25,0.223170243967471,3.0,1.0,3.5,0.875,1,10.5,0,0,1,1,1,96,0,2,12.0,4.0,1,0,12,1,1,0,0,11718,7.0,0,5859.0,1,0,0,0,1
40,40,0,40.0,0,2008.0,2488.0,0.9990049751243781,0.47761194029850745,1004.0,167.33333333333334,0.08930795232165095,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,1,1,1,0,0,0,1,9.0,3.0,0,0,13,1,0,1,1,6024,0.0,0,2008.0,1,0,0,0,0
39,2,1,39.0,0,2156.0,2656.0,0.9990732159406858,0.4633920296570899,1078.0,154.0,0.08597862498006062,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,0,0,0,1,9.0,3.0,0,0,11,1,0,1,1,5390,0.0,0,2695.0,1,0,0,0,0
42,42,0,42.0,0,2112.0,2416.0,0.9990539262062441,0.2876064333017975,1056.0,150.85714285714286,0.12495562655307065,2.0,0.0,2.0,0.5,1,8.0,0,1,1,1,1,269,0,2,9.0,3.0,0,0,11,1,0,1,1,5280,0.0,0,2112.0,1,0,0,1,0
40,40,0,40.0,0,1764.0,2289.0,0.9988674971687429,0.594563986409966,882.0,176.4,0.1049875014879181,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,0,1,1,1,240,0,1,9.0,3.0,0,0,9,1,0,1,1,3528,0.0,0,1764.0,1,0,0,0,0
39,39,0,0.0,0,1728.0,1728.0,0.9988439306358381,0.0,864.0,144.0,0.08227787829730501,1.0,0.0,1.0,0.25,0,6.0,0,1,0,1,0,0,0,1,9.0,3.0,0,0,9,1,0,1,1,3456,0.0,0,864.0,1,0,0,0,0
11,11,0,11.0,0,2742.0,3253.0,1.0500747384155455,0.3819133034379671,1337.0,222.83333333333334,0.22819593787335724,3.0,0.0,3.0,1.0,1,8.0,0,1,1,1,1,271,0,3,12.0,4.0,1,0,12,0,0,1,0,9359,0.0,0,4011.0,1,0,0,1,0
39,39,0,39.0,0,1470.0,1734.0,0.4888663967611336,0.26720647773279355,0.9564356435643564,164.5,0.5871505056513979,1.0,1.0,1.5,0.5,0,6.5,0,0,1,1,1,275,0,1,9.0,3.0,0,0,11,0,1,0,0,5922,0.0,0,1480.5,1,0,0,0,0
39,39,0,13.0,0,1617.0,1937.0,0.48032936870997256,0.292772186642269,0.9242957746478874,156.0,0.6496133254015467,1.0,1.0,1.5,0.375,0,7.5,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,0,1,0,0,5460,0.0,0,1638.0,1,0,0,0,0
39,39,0,39.0,0,1617.0,1881.0,0.48032936870997256,0.2415370539798719,0.9242957746478874,156.0,0.6496133254015467,1.0,1.0,1.5,0.375,0,7.5,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,0,1,0,0,6552,0.0,0,1638.0,0,0,0,0,0
33,33,0,33.0,0,2138.0,2578.0,0.9990654205607477,0.411214953271028,1069.0,213.8,0.2643422354104847,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,1,1,1,1,220,0,2,10.0,3.3333333333333335,0,0,11,0,0,1,1,6414,0.0,0,2138.0,1,0,0,1,0
35,35,0,35.0,0,2311.0,2751.0,0.5868222374742622,0.30199039121482496,1.420265780730897,208.0,0.6383165278386672,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,1,173,0,2,10.0,3.3333333333333335,0,0,12,0,1,0,1,8736,0.0,0,3640.0,1,0,0,1,0
35,35,0,35.0,0,1672.0,1980.0,0.998805256869773,0.36798088410991636,836.0,167.2,0.3665059184568172,1.0,0.0,1.0,0.3333333333333333,0,5.0,0,0,1,1,1,30,0,1,10.0,3.3333333333333335,1,0,13,0,0,1,1,5852,0.0,0,836.0,1,0,0,1,0
32,32,0,32.0,0,2311.0,2751.0,0.5868222374742622,0.30199039121482496,1.420265780730897,182.0,0.6383165278386672,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,26,0,2,10.0,3.3333333333333335,0,0,11,0,1,0,1,8736,0.0,0,3640.0,1,0,0,1,0
1,0,1,1.0,1,3924.0,4675.0,0.6809421841541756,0.321627408993576,2.2980225988700567,212.1818181818182,0.18150711563885216,2.0,1.0,2.5,0.625,1,12.5,0,1,1,1,1,277,1,3,15.0,5.0,1,1,14,1,1,0,1,21006,9.0,9,5835.0,0,1,0,0,1
3,2,1,2.0,0,3408.0,4180.0,0.9994134897360704,0.45278592375366566,1704.0,213.0,0.14844498649708163,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,50,1,4,13.0,4.333333333333333,1,1,13,1,0,1,1,13632,8.0,0,5112.0,1,0,0,1,1
1,0,1,0.0,1,3870.0,4476.0,0.994332818134982,0.312210200927357,1940.0,215.55555555555554,0.19094488188976377,3.0,1.0,3.5,0.875,1,11.5,0,1,1,1,1,263,1,4,15.0,5.0,1,1,14,1,0,1,1,17460,9.0,9,6790.0,0,1,0,0,1
1,0,1,1.0,1,3088.0,3956.0,0.9993527508090615,0.5618122977346278,1544.0,193.0,0.11983855945358585,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,1,35,1,2,12.0,4.0,1,1,13,1,0,1,1,12352,8.0,8,3088.0,0,1,0,1,1
5,5,0,5.0,0,3082.0,3614.0,0.9993514915693904,0.3450064850843061,1541.0,192.625,0.12648772880242962,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,70,0,2,12.0,4.0,1,0,12,1,0,1,1,10787,7.0,0,3082.0,0,1,0,1,1
5,5,0,5.0,0,3396.0,4126.0,0.9994114184814596,0.429664508534432,1698.0,212.25,0.1473830396666956,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,266,1,3,14.0,4.666666666666667,1,1,14,1,0,1,1,15282,9.0,0,3396.0,1,0,0,1,1
5,4,1,5.0,0,3644.0,4322.0,0.9994514536478333,0.371914426769062,1822.0,202.44444444444446,0.12900941726262125,2.0,0.0,2.0,0.5,1,10.0,0,1,1,1,1,119,1,3,14.0,4.666666666666667,1,1,13,1,0,1,1,14576,8.0,0,3644.0,1,0,0,0,1
6,6,0,6.0,0,3052.0,3584.0,0.9876302083333334,0.3463541666666667,1535.0,191.875,0.1509044435705859,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,0,0,0,0,12.0,4.0,1,0,12,1,0,1,1,10745,7.0,0,3070.0,1,0,0,0,1
1,0,1,1.0,1,4694.0,5514.0,0.985200845665962,0.346723044397463,2364.0,197.0,0.18297213622291023,3.0,1.0,3.5,1.1666666666666667,1,14.5,0,1,1,1,1,67,1,4,15.0,5.0,1,1,14,1,0,1,1,21276,9.0,9,8274.0,0,1,0,0,1
1,0,1,0.0,1,2716.0,3200.0,0.9992641648270787,0.3561442236938926,1358.0,194.0,0.21311989956057753,3.0,0.0,3.0,1.0,1,9.0,0,1,1,1,1,227,0,3,12.0,4.0,1,0,12,0,0,1,1,9506,7.0,7,4074.0,0,1,0,1,1
7,6,1,7.0,0,5542.0,6500.0,1.0552465702632554,0.3552094920281795,2696.0,245.0909090909091,0.188518285434585,3.0,1.0,3.5,0.875,1,13.5,0,1,1,1,1,370,1,4,15.0,5.0,1,1,14,1,0,1,1,24264,9.0,0,9436.0,1,0,0,1,1
8,8,0,8.0,0,3921.0,4677.0,0.7423367392270103,0.3358507330075522,2.9911347517730498,281.25,0.164823089883525,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,368,1,4,12.0,4.0,1,1,13,1,1,0,1,18000,8.0,0,7875.0,1,0,0,1,1
5,5,0,5.0,0,3504.0,4080.0,0.9994295493439818,0.32857957786651454,1752.0,250.28571428571428,0.22875048962005484,3.0,0.0,3.0,1.0,1,9.0,0,1,1,1,1,278,0,3,15.0,5.0,1,1,14,0,0,1,1,15768,9.0,0,5256.0,1,0,0,0,1
4,4,0,4.0,0,2740.0,3224.0,0.9992706053975201,0.3530269876002918,1370.0,195.71428571428572,0.19206504976868077,2.0,0.0,2.0,0.6666666666666666,1,8.0,0,1,1,1,1,169,0,2,12.0,4.0,1,1,13,0,0,1,1,10960,8.0,0,2740.0,1,0,0,0,1
7,7,0,7.0,0,2390.0,2864.0,0.4695759065765212,0.2913337430854333,0.8852838933951332,232.28571428571428,0.6184861163940661,2.0,1.0,2.5,0.8333333333333334,1,8.5,0,0,1,1,1,27,0,1,12.0,4.0,1,0,12,0,1,0,1,11382,7.0,0,4065.0,1,0,0,1,1
5,5,0,5.0,0,2648.0,3078.0,0.999245283018868,0.32452830188679244,1324.0,189.14285714285714,0.07158691538253582,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,59,0,1,12.0,4.0,0,0,11,1,0,1,1,7944,0.0,0,2648.0,1,0,0,0,0
4,4,0,4.0,0,2290.0,2727.0,0.9991273996509599,0.38132635253054104,1145.0,163.57142857142858,0.35736579275905117,2.0,0.0,2.0,0.6666666666666666,1,8.0,0,0,1,1,1,216,0,1,12.0,4.0,1,0,12,0,0,1,1,8015,0.0,0,2290.0,1,0,0,0,0
6,5,1,6.0,0,2525.0,2955.0,0.988976377952756,0.33858267716535434,1269.0,181.28571428571428,0.3986804901036758,2.0,0.0,2.0,0.6666666666666666,1,8.0,0,1,1,1,1,310,0,2,12.0,4.0,1,1,13,0,0,1,1,10152,0.0,0,2538.0,1,0,0,0,0
6,6,0,6.0,0,1758.0,2158.0,0.2792727272727273,0.2909090909090909,1.179080824088748,171.75,0.1033005037215247,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,100,0,3,12.0,4.0,1,0,12,1,0,0,1,9618,0.0,0,4809.0,1,0,0,1,0
8,8,0,8.0,0,2820.0,3260.0,0.4385517593064763,0.22437531871494135,0.7811080835603996,217.77777777777777,0.24961793173713703,3.0,1.0,3.5,0.7,1,11.5,0,1,1,1,1,336,0,3,12.0,4.0,0,0,11,1,1,0,1,11760,0.0,0,6860.0,1,0,0,1,0
6,6,0,6.0,0,2580.0,3013.0,0.4884659746251442,0.2497116493656286,0.9549041713641488,216.625,0.20202844485894147,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,192,0,2,12.0,4.0,1,0,12,1,1,0,1,12131,0.0,0,4332.5,1,0,0,0,0
10,10,0,10.0,0,1814.0,2214.0,0.26834381551362685,0.27952480782669464,1.178082191780822,178.75,0.1844923235711521,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,180,0,2,10.0,3.3333333333333335,1,0,12,1,0,0,1,10010,0.0,0,3575.0,1,0,0,0,0
9,9,0,9.0,0,2919.0,3353.0,0.43418467583497056,0.2131630648330059,0.7673611111111112,226.11111111111111,0.21407532084998948,2.0,1.0,2.5,0.625,1,10.5,0,1,1,1,1,192,0,2,12.0,4.0,1,0,12,1,1,0,1,14245,0.0,0,5087.5,1,0,0,1,0
11,11,0,11.0,0,3992.0,4771.0,0.5357692307692308,0.2996153846153846,1.2071307300509337,236.27272727272728,0.17590524534686972,2.0,1.0,2.5,0.5,1,12.5,0,1,1,1,1,698,1,3,12.0,4.0,1,1,14,1,1,0,1,23391,9.0,0,6497.5,1,0,0,1,1
12,12,0,12.0,0,4104.0,5066.0,0.6579159935379645,0.388529886914378,1.9795427196149218,309.375,0.1419639784329471,2.0,1.0,2.5,0.5,1,9.5,0,1,1,1,1,451,1,3,13.0,4.333333333333333,1,1,13,1,1,0,1,19800,8.0,0,6187.5,1,0,0,0,1
14,14,0,14.0,0,3440.0,3967.0,0.999418942475305,0.3062173155142359,1720.0,215.0,0.16235605059467623,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,450,0,3,12.0,4.0,1,0,12,1,0,1,1,12040,7.0,0,5160.0,1,0,0,0,1
16,15,1,16.0,0,4085.0,4797.0,0.5577582920320244,0.27144491040792984,1.335707925200356,262.2,0.2139185771395937,3.0,1.0,3.5,0.875,1,12.5,0,1,1,1,1,218,0,3,13.0,4.333333333333333,1,1,13,1,1,0,1,20976,8.0,0,9177.0,1,0,0,0,1
11,3,1,11.0,0,3422.0,4093.0,0.5072655217965654,0.2954645530603259,1.051490514905149,227.0,0.19294517637059075,2.0,1.0,2.5,0.5,1,11.5,0,1,1,1,1,189,1,3,12.0,4.0,1,1,15,1,1,0,1,18160,8.0,0,5675.0,1,0,0,0,1
12,12,0,12.0,0,3034.0,3520.0,0.6494565217391305,0.26413043478260867,1.8527131782945736,229.875,0.10965356866018723,2.0,1.0,2.5,0.5,1,9.5,0,0,1,1,1,81,0,1,11.0,3.6666666666666665,1,0,12,1,1,0,1,12873,7.0,0,4597.5,1,0,0,1,1
15,14,1,14.0,0,5271.0,5937.0,0.6276628589070701,0.2056190182154986,1.7310286677908937,323.8,0.21995788329597174,3.0,1.0,3.5,0.7,1,12.5,0,1,1,1,1,369,1,4,12.0,4.0,1,1,13,1,0,1,1,25904,8.0,0,11333.0,1,0,0,0,1
5,4,1,5.0,0,3190.0,4070.0,0.9993734335839599,0.5513784461152882,1595.0,227.85714285714286,0.17745883400089008,2.0,0.0,2.0,0.6666666666666666,1,8.0,0,1,1,1,1,144,1,3,12.0,4.0,1,1,13,1,0,1,1,12760,8.0,0,3190.0,1,0,0,1,1
1,0,1,1.0,1,2436.0,3112.0,0.9991796554552912,0.5545529122231337,1218.0,243.6,0.13216145833333334,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,0,1,1,1,136,0,1,12.0,4.0,1,0,12,1,0,1,0,8526,7.0,7,2436.0,0,1,0,0,1
1,1,0,1.0,1,2303.0,2917.0,0.4883720930232558,0.39664082687338503,0.9744897959183674,193.375,0.1790302048374031,2.0,1.0,2.5,0.625,1,9.5,0,0,1,1,1,214,0,1,11.0,3.6666666666666665,1,0,12,1,1,0,0,10829,7.0,7,3867.5,1,0,0,1,1
2,2,0,2.0,0,3132.0,3882.0,0.9993618379068283,0.4786215698787492,1566.0,195.75,0.17398066881457616,3.0,0.0,3.0,0.75,1,10.0,0,0,1,1,1,312,0,2,12.0,4.0,1,1,13,1,0,1,0,12528,8.0,0,4698.0,1,0,0,0,1
6,5,1,6.0,0,2938.0,3616.0,0.5087268993839835,0.3480492813141684,1.0355276907001045,216.33333333333334,0.15510236596829444,2.0,1.0,2.5,0.625,1,10.5,0,1,1,1,1,136,0,2,12.0,4.0,1,0,12,1,1,0,0,13629,7.0,0,4867.5,1,0,0,1,1
5,5,0,5.0,0,2936.0,3464.0,0.9993192648059904,0.359428182437032,1468.0,209.71428571428572,0.14059955942917346,3.0,0.0,3.0,1.0,1,9.0,0,1,1,1,1,318,0,3,13.0,4.333333333333333,0,0,11,1,0,1,0,8808,6.0,0,4404.0,1,0,0,1,1
6,6,0,6.0,0,3040.0,3658.0,0.45851318944844127,0.29640287769784174,0.8467670504871567,231.55555555555554,0.2054618949028887,3.0,1.0,3.5,0.7,1,11.5,0,0,1,1,1,45,0,2,12.0,4.0,1,0,12,1,1,0,1,14588,0.0,0,7294.0,1,0,0,0,0
6,6,0,6.0,0,2490.0,2974.0,0.5006024096385542,0.29156626506024097,1.002412545235223,184.33333333333334,0.13916617733411626,2.0,1.0,2.5,0.625,1,10.5,0,0,1,1,1,212,0,1,12.0,4.0,1,0,12,1,1,0,1,11613,0.0,0,4147.5,1,0,0,0,0
16,8,1,16.0,0,3058.0,3521.0,0.4490762671719564,0.21932733301752724,1.3745781777277841,234.44444444444446,0.23758585744848554,3.0,1.0,3.5,0.875,1,11.5,0,1,1,1,1,130,0,3,12.0,4.0,1,0,12,1,1,0,1,14770,0.0,0,7385.0,1,0,0,1,0
30,30,0,30.0,0,1846.0,2110.0,0.9989177489177489,0.2857142857142857,923.0,153.83333333333334,0.11518781979283664,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,1,1,1,1,80,0,2,10.0,3.3333333333333335,0,0,11,0,0,1,1,5538,0.0,0,1846.0,1,0,0,1,0
18,18,0,18.0,0,2900.0,3362.0,0.5715059588299025,0.2502708559046587,1.3337547408343868,205.0,0.1644531598181656,2.0,1.0,2.5,0.625,1,10.5,0,1,1,1,1,739,0,2,12.0,4.0,0,0,11,1,1,0,1,11070,0.0,0,4612.5,1,0,0,1,0
31,31,0,31.0,0,1836.0,2100.0,0.998911860718172,0.28726877040261156,918.0,153.0,0.11630558722919042,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,1,1,1,1,28,0,2,10.0,3.3333333333333335,0,0,11,0,0,1,1,5508,0.0,0,1836.0,1,0,0,0,0
26,26,0,26.0,0,1496.0,1760.0,0.9880478087649402,0.350597609561753,752.0,150.4,0.10479375696767002,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,0,1,1,1,443,0,1,10.0,3.3333333333333335,0,0,11,0,0,1,1,4512,0.0,0,1504.0,1,0,0,0,0
17,7,1,17.0,0,2740.0,3197.0,0.5707736389684813,0.26189111747851,1.387140902872777,218.0,0.18447218108737043,2.0,1.0,2.5,0.625,1,9.5,0,0,1,1,1,678,0,1,12.0,4.0,1,0,14,1,1,0,1,12208,0.0,0,4360.0,1,0,0,0,0
26,25,1,24.0,0,2137.0,2617.0,0.9471766848816029,0.4371584699453552,1097.0,156.71428571428572,0.11340845652848135,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,0,0,0,0,10.0,3.3333333333333335,0,0,11,1,0,1,1,6582,0.0,0,2194.0,1,0,0,1,0
30,29,1,30.0,0,2214.0,2690.0,0.41533546325878595,0.30415335463258786,1.3116691285081241,195.5,0.1861683132960362,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,254,0,2,10.0,3.3333333333333335,0,0,12,1,1,0,1,9384,0.0,0,3910.0,1,0,0,0,0
90,60,1,90.0,0,1828.0,2257.0,0.805528134254689,0.42349457058242845,1012.0,168.66666666666666,0.10325476992143659,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,201,0,1,9.0,3.0,0,0,10,1,0,1,0,5060,0.0,0,1012.0,1,0,0,0,0
32,32,0,32.0,0,1902.0,2441.0,0.0,0.2832369942196532,2.252991452991453,211.33333333333334,0.21296607322808195,2.0,0.0,2.0,0.4,1,10.0,0,0,1,0,0,0,0,0,6.0,2.0,0,0,11,0,0,1,0,11412,0.0,0,3804.0,1,0,0,0,0
49,15,1,23.0,0,2264.0,2840.0,0.9593425605536332,0.4982698961937716,1155.0,165.0,0.09802257489603666,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,192,0,1,10.0,3.3333333333333335,0,0,12,1,0,0,1,5775,0.0,0,2310.0,1,0,0,1,0
45,1,1,37.0,0,1788.0,2124.0,0.9988826815642458,0.3754189944134078,894.0,149.0,0.10578629747958822,2.0,0.0,2.0,0.5,1,7.0,0,1,1,1,1,560,0,2,9.0,3.0,0,0,13,1,0,1,1,4470,0.0,0,1788.0,1,0,0,0,0
43,43,0,40.0,0,1782.0,2062.0,0.978912319644839,0.31076581576026635,900.0,150.0,0.09164969450101833,1.0,0.0,1.0,0.25,0,6.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,1,0,1,1,4500,0.0,0,900.0,1,0,0,0,0
47,47,0,47.0,0,2080.0,2388.0,0.9990393852065321,0.29586935638808837,1040.0,173.33333333333334,0.1386481802426343,2.0,1.0,2.5,0.625,1,7.5,0,0,1,1,1,220,0,1,9.0,3.0,0,0,10,1,0,1,1,5200,0.0,0,2600.0,1,0,0,1,0
48,0,1,48.0,0,2080.0,2340.0,0.9990393852065321,0.24975984630163303,1040.0,148.57142857142858,0.15076833864888373,2.0,1.0,2.5,0.625,1,8.5,0,0,1,1,1,104,0,1,9.0,3.0,0,0,13,1,0,1,1,5200,0.0,0,2600.0,1,0,0,0,0
